ISO_code,Vaccine,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MNG,BCG,0.51,0.53,0.52,0.52,0.52,0.52,0.54,0.6,0.78,0.92,0.81,0.85,0.83,0.84,0.9,0.94,0.9,0.96,0.95,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99
MNE,BCG,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.98,0.95,0.95,0.97,0.95,0.93,0.91,0.88
MAR,BCG,,,0.5,0.62,0.7,0.62,0.72,0.87,0.84,0.91,0.96,0.96,0.93,0.91,0.93,0.93,0.96,0.94,0.9,0.93,0.97,0.93,0.92,0.92,0.95,0.95,0.95,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
MOZ,BCG,,0.46,0.56,0.59,0.49,0.47,0.45,0.52,0.49,0.53,0.59,0.63,0.64,0.66,0.78,0.78,0.83,0.84,0.99,0.99,0.99,0.97,0.99,0.9,0.9,0.9,0.98,0.9,0.9,0.9,0.9,0.91,0.91,0.93,0.94,0.95
MMR,BCG,0.09,0.15,0.2,0.28,0.36,0.45,0.28,0.54,0.5,0.66,0.67,0.69,0.77,0.8,0.83,0.9,0.92,0.94,0.95,0.88,0.88,0.82,0.8,0.79,0.85,0.76,0.85,0.89,0.88,0.93,0.93,0.93,0.87,0.86,0.92,0.94
NAM,BCG,,,,,,,,,,0.9,0.88,0.68,0.92,0.92,0.99,0.92,0.79,0.65,0.85,0.8,0.77,0.69,0.99,0.92,0.71,0.95,0.88,0.95,0.88,0.85,0.88,0.89,0.9,0.94,0.97,0.94
NRU,BCG,,,,,0.81,0.81,,0.93,0.95,0.96,0.93,,,,,0.78,,0.78,0.89,0.95,0.93,0.99,0.99,,0.9,0.9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.98,0.99
NPL,BCG,0.22,0.32,0.59,0.53,0.58,0.67,0.66,0.88,0.96,0.86,0.98,0.83,0.82,0.78,0.67,0.76,0.92,0.96,0.86,0.93,0.97,0.85,0.85,0.91,0.85,0.87,0.93,0.89,0.87,0.94,0.94,0.97,0.96,0.97,0.99,0.94
NZL,BCG,,,,0.18,,0.2,0.2,0.22,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,BCG,0.34,0.66,0.83,0.89,0.98,0.99,0.99,0.94,0.91,0.94,0.84,0.74,0.8,0.91,0.88,0.99,0.99,0.99,0.91,0.99,0.99,0.98,0.93,0.94,0.88,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
NER,BCG,,0.28,,0.28,,,,,0.27,0.3,0.82,0.86,0.71,0.68,0.64,0.5,0.61,0.44,0.42,0.41,0.35,0.5,0.52,0.64,0.72,0.93,0.99,0.83,0.78,0.96,0.95,0.71,0.99,0.59,0.98,0.99
NGA,BCG,,0.23,,,0.12,0.17,0.28,0.37,0.6,0.76,0.8,0.6,0.57,0.4,0.55,0.42,0.43,0.29,0.27,,0.34,,0.63,,0.55,0.49,0.42,0.53,0.62,0.67,0.66,0.6,0.87,0.69,0.73,0.74
NIU,BCG,0.85,0.99,,,0.41,0.41,,0.99,0.99,0.99,,0.99,,0.99,0.99,0.92,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99
NOR,BCG,,,,0.9,,,,,,,,0.95,0.99,,,,,0.98,,,,0.92,0.91,,,,0.91,0.93,0.93,0.91,0.88,,,,,
OMN,BCG,0.51,0.54,0.77,0.77,0.79,0.93,0.99,0.97,0.96,0.95,0.96,0.94,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
PAK,BCG,0.06,0.11,0.12,0.35,0.55,0.41,0.69,0.72,0.77,0.8,0.93,0.91,0.91,0.87,0.76,0.69,0.93,0.9,0.97,0.99,0.94,0.93,0.82,0.82,0.8,0.82,0.89,0.89,0.9,0.9,0.95,0.95,0.95,0.8,0.82,0.87
PLW,BCG,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,BCG,0.99,0.98,0.83,0.81,0.89,0.94,0.92,0.9,0.92,0.87,0.97,0.87,0.64,0.92,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.94,0.99,0.99
PNG,BCG,0.62,0.64,0.49,0.58,0.66,0.66,0.76,0.74,0.8,0.82,0.92,0.89,0.82,0.94,0.85,0.91,0.8,0.88,0.84,0.77,0.81,0.73,0.74,0.76,0.74,0.73,0.75,0.67,0.68,0.8,0.8,0.83,0.84,0.88,0.81,0.65
PRY,BCG,0.31,0.42,0.47,0.55,0.8,0.68,0.51,0.66,0.56,0.53,0.92,0.95,0.99,0.94,0.94,0.92,0.89,0.87,0.83,0.9,0.79,0.86,0.83,0.88,0.92,0.88,0.85,0.78,0.76,0.73,0.74,0.76,0.75,0.72,0.77,0.84
PER,BCG,0.57,0.63,0.64,0.61,0.64,0.63,0.54,0.61,0.7,0.62,0.83,0.78,0.85,0.88,0.92,0.96,0.99,0.98,0.96,0.97,0.93,0.87,0.92,0.94,0.91,0.93,0.99,0.99,0.99,0.97,0.95,0.91,0.95,0.95,0.94,0.91
PHL,BCG,0.74,0.67,0.67,0.69,0.71,0.76,0.69,0.9,0.95,0.96,0.96,0.97,0.94,0.91,0.89,0.87,0.9,0.9,0.87,,0.81,0.73,0.85,0.86,0.91,0.91,0.91,0.9,0.93,0.9,0.83,0.91,0.89,0.87,0.79,0.8
POL,BCG,0.93,0.93,0.93,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.97,0.94,0.95,0.95,0.94,0.98,0.97,0.96,0.96,0.96,0.96,0.95,0.95,0.93,0.94,0.94,0.94,0.93,0.93,0.94,0.93,0.94,0.94,0.93,0.92,0.94
PRT,BCG,,0.74,0.76,0.76,0.79,0.82,0.71,0.78,0.86,0.87,0.88,0.89,0.92,0.91,0.87,0.94,0.87,0.87,0.88,,0.82,,0.84,0.81,0.83,0.89,0.99,0.98,0.98,0.98,0.96,0.97,0.99,0.99,0.99,0.32
QAT,BCG,0.04,0.28,0.44,0.69,0.73,0.76,0.84,0.85,0.85,0.79,0.97,0.98,0.99,0.99,0.96,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,,0.98,0.99,0.97,0.97,0.99,0.9,0.97
KOR,BCG,,0.42,0.99,0.84,0.47,0.47,0.47,0.54,0.57,0.7,0.72,,,,0.93,,,0.91,0.75,,0.73,0.57,0.89,0.87,0.93,0.97,0.98,0.96,0.96,0.96,0.96,0.99,0.99,0.99,0.99,0.98
MDA,BCG,0.92,0.92,0.91,0.95,0.95,0.95,0.95,0.96,0.96,0.91,0.96,0.98,0.92,0.92,0.94,0.95,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.98,0.98,0.99,0.98,0.98,0.99,0.96,0.97,0.97
ROU,BCG,,,,,,,0.93,0.95,,0.9,0.9,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98
RUS,BCG,,,,,,,0.91,0.92,0.92,0.92,0.92,0.88,0.86,0.87,0.92,0.92,0.93,0.93,0.95,0.96,0.96,0.96,0.97,0.97,0.96,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.96,0.96,0.96,0.96
RWA,BCG,,0.51,,,,0.83,0.86,0.89,0.82,0.68,0.57,0.94,0.94,0.82,,0.89,0.93,0.79,,0.94,0.81,0.74,0.99,0.88,0.86,0.91,0.98,0.89,0.93,0.99,0.99,0.99,0.99,0.99,0.99,0.99
KNA,BCG,,,,,,,,,0.75,,,,,,,,,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.89,0.99,0.99,0.97,0.95,0.99,0.91,0.99,0.95,0.94,0.99,0.95
LCA,BCG,0.27,,0.6,0.69,0.8,0.99,0.73,0.89,0.85,0.99,0.94,0.95,0.99,0.95,0.99,0.98,0.89,0.99,0.85,0.99,0.91,0.99,0.95,0.95,0.99,0.99,0.94,0.99,0.99,0.97,0.97,0.99,0.99,0.99,0.89,0.99
VCT,BCG,,,,,0.32,0.84,0.76,0.9,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.91,0.87,0.99,0.95,0.99,0.99,0.99,0.8,0.91,0.99,0.97,0.96,0.99,0.99
WSM,BCG,0.72,0.84,0.96,0.99,0.97,0.97,0.97,0.98,0.97,0.8,0.97,0.95,0.91,,0.97,0.98,0.98,0.99,0.99,0.99,0.97,0.98,0.98,,0.93,0.86,0.84,0.91,0.99,0.94,0.91,0.99,0.96,0.95,0.95,0.89
STP,BCG,,0.95,,,0.82,0.75,0.99,0.88,0.88,0.88,0.99,0.99,0.83,0.77,,0.95,0.85,0.7,0.8,,0.81,0.92,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.97,0.95,0.97
SAU,BCG,0.33,0.49,0.56,0.72,,,,,,,0.9,0.85,0.91,0.93,0.94,0.94,0.91,0.91,0.92,0.92,0.94,0.94,0.98,0.94,0.95,0.96,0.95,0.96,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.98
SEN,BCG,,,,,,0.32,,,0.91,0.9,0.9,0.8,0.8,0.8,0.8,0.91,0.81,0.81,0.81,0.9,0.89,0.89,0.7,0.74,0.95,0.92,0.99,0.99,0.98,0.97,0.8,0.95,0.94,0.97,0.95,0.95
SRB,BCG,,0.99,,0.85,0.84,0.85,0.84,0.87,0.89,0.89,0.76,0.81,0.77,0.68,0.71,0.71,0.97,0.96,,0.82,0.99,0.67,0.95,0.74,0.97,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.98,0.97,0.98,0.98
SYC,BCG,,0.67,,,,0.95,0.94,0.94,0.94,0.99,0.98,,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.98,0.99
SLE,BCG,0.36,0.35,0.32,0.7,0.8,,,,0.64,,0.98,0.71,0.79,0.98,0.56,0.62,0.77,0.38,0.78,0.55,0.39,0.63,0.75,0.87,0.83,0.82,0.86,0.9,0.96,0.99,0.9,0.9,0.97,0.99,0.9,0.9
SGP,BCG,0.85,0.83,0.87,0.83,0.93,0.93,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
SVK,BCG,,,,,,,,,,,0.98,0.9,0.91,0.97,0.98,0.92,0.96,0.95,0.93,0.96,0.94,0.93,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.9,,,
SVN,BCG,,,,,,,,,,,,0.87,0.93,0.99,0.99,0.99,0.98,0.97,0.98,0.96,0.98,0.98,0.97,0.97,0.96,,,,,,,,,,,
SLB,BCG,0.65,0.43,0.36,0.39,0.61,0.5,0.47,0.66,0.79,0.82,0.87,0.83,,0.66,0.76,0.77,0.96,0.73,0.72,0.99,,0.85,0.76,0.79,0.84,0.78,0.84,0.84,0.81,0.58,0.85,0.89,0.83,0.82,0.81,0.79
SOM,BCG,0.06,0.02,0.07,0.07,0.17,0.31,0.28,0.33,0.39,0.31,,,,,,,,0.37,0.57,0.39,0.69,0.7,0.6,0.65,0.5,0.5,0.4,0.52,0.36,0.29,0.41,0.52,0.37,0.33,0.45,0.39
ZAF,BCG,,,,0.71,0.67,0.7,0.61,0.64,0.55,0.73,0.59,0.63,0.66,0.68,,0.95,0.95,0.95,,0.97,0.99,0.8,0.94,0.97,0.68,0.89,0.91,0.9,0.93,0.89,0.86,0.88,0.89,0.89,0.93,0.83
SSD,BCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3,0.5,0.61,0.57,0.73,0.64,0.61,0.58
LKA,BCG,0.61,0.58,0.65,0.64,0.67,0.71,0.79,0.76,0.81,0.9,0.84,0.88,0.87,0.88,0.86,0.9,0.88,0.96,0.9,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
SDN,BCG,0.02,0.03,0.03,0.05,0.08,0.12,0.22,0.43,0.54,0.5,0.73,0.66,0.6,0.61,0.76,0.86,0.96,0.9,0.8,0.92,0.66,0.71,0.68,0.73,0.71,0.77,0.78,0.85,0.85,0.86,0.91,0.92,0.92,0.93,0.95,0.88
SWZ,BCG,,0.59,0.66,0.72,0.73,0.79,0.91,0.94,0.95,0.96,0.96,0.71,0.97,0.98,0.99,0.99,0.85,0.85,0.99,0.97,0.9,0.95,0.95,0.97,0.84,0.84,0.78,0.68,0.7,0.57,0.98,0.98,0.68,0.99,0.99,0.98
SWE,BCG,0.03,0.04,0.06,0.1,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.15,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.2,0.21,0.23,0.23,0.21,0.23,0.23,0.24,0.27,0.26,0.24
CHE,BCG,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,
SYR,BCG,0.35,0.36,0.37,0.45,0.49,0.53,0.98,0.71,0.87,0.98,0.92,0.95,0.92,0.91,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.84,0.86,0.83,0.68
TJK,BCG,,,,,,,,,,0.84,0.84,0.88,0.88,0.69,0.96,0.96,0.99,0.99,0.98,0.98,0.99,0.97,0.98,0.99,0.97,0.98,0.94,0.83,0.89,0.83,0.98,0.97,0.97,0.98,0.98,0.98
THA,BCG,0.68,0.71,0.85,0.82,0.63,0.6,0.62,0.96,0.79,0.93,0.99,0.99,0.99,0.92,0.8,0.98,0.98,0.99,,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
MKD,BCG,,,,,,,,,,,,,,0.95,0.9,0.95,0.98,0.97,0.9,0.97,0.97,0.97,0.91,0.95,0.94,0.99,0.92,0.95,0.94,0.98,,0.94,0.95,0.97,0.99,0.94
TLS,BCG,,,,,,,,,,,,,,,,,,,,,,,0.83,0.8,0.72,0.7,0.74,0.74,0.85,0.71,0.71,0.68,0.71,0.82,0.79,0.9
TGO,BCG,,,,,,,,0.83,0.96,0.99,0.99,0.84,0.77,0.73,0.67,0.63,0.44,0.63,0.54,0.63,0.83,0.59,0.81,0.79,0.91,0.96,0.96,0.91,0.92,0.91,0.94,0.9,0.97,0.97,0.79,0.86
TON,BCG,0.99,0.86,0.98,0.83,0.78,0.99,0.98,0.93,0.95,,0.99,0.99,0.96,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.91,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.95,0.99,0.99,0.99
TUN,BCG,0.65,0.65,0.83,0.81,0.76,0.83,0.83,0.82,0.85,0.82,0.88,0.8,0.86,0.81,0.75,0.89,0.87,0.93,0.91,0.94,0.95,0.97,0.91,0.93,0.97,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.97,0.95,0.97
TUR,BCG,0.74,0.42,0.47,0.65,,,0.27,0.34,0.16,0.16,0.16,0.59,0.67,0.68,0.72,0.68,0.69,0.73,0.76,0.78,0.82,0.82,0.77,0.76,0.79,0.88,0.88,0.94,0.96,0.96,0.97,0.96,0.96,0.96,0.95,0.96
TKM,BCG,,,,,,,,,,,0.91,0.96,0.97,0.94,0.97,0.93,0.93,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99
TUV,BCG,0.99,,0.78,0.99,0.9,0.9,0.92,0.86,0.95,0.98,0.96,0.95,0.97,0.87,0.9,0.88,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
UGA,BCG,,0.18,,,,0.37,0.51,0.74,0.77,0.99,0.99,0.99,0.98,0.99,0.98,0.96,0.99,0.88,0.85,0.93,0.83,0.92,0.96,0.96,0.99,0.92,0.85,0.89,0.86,0.9,0.86,0.86,0.82,0.94,0.9,0.95
UKR,BCG,,,,,,,,,,,0.91,0.99,0.93,0.89,0.92,0.95,0.97,0.97,0.97,0.99,0.99,0.98,0.98,0.98,0.98,0.96,0.97,0.98,0.95,,0.92,0.9,0.95,,,0.39
ARE,BCG,0.15,0.18,0.42,0.37,0.11,0.1,0.42,0.78,0.94,0.96,,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,,0.98,,0.94,0.94,0.9,0.96
GBR,BCG,,,,0.74,0.05,,0.96,0.96,0.75,0.75,,0.05,0.07,0.07,0.08,0.09,0.1,0.11,,,,,,,,,,,,,,,,,,
TZA,BCG,0.72,0.74,0.64,0.83,0.73,0.9,0.82,0.94,0.93,0.92,0.85,0.93,0.99,0.94,0.92,0.88,0.8,0.85,0.83,0.87,0.86,0.91,0.88,0.91,0.91,0.91,0.99,0.89,0.89,0.93,0.99,0.99,0.99,0.99,0.99,0.99
URY,BCG,0.56,0.76,0.76,0.99,0.93,0.92,0.92,0.99,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98
UZB,BCG,,,,,,,,0.98,0.85,0.94,0.94,0.9,0.98,0.98,0.93,0.99,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.93,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99
VUT,BCG,,0.32,0.61,0.58,0.64,0.83,0.75,0.79,0.73,0.8,0.96,0.99,0.84,0.96,,0.67,0.72,0.78,0.99,0.99,0.99,0.9,0.41,0.63,,0.65,0.92,0.82,0.97,0.89,0.9,0.93,0.99,0.89,0.95,0.95
VEN,BCG,0.72,0.77,0.76,0.82,0.92,,0.86,0.63,0.76,0.88,0.82,0.9,0.85,0.81,0.95,0.91,0.9,0.89,0.82,0.98,0.99,0.93,0.9,0.91,0.96,0.95,0.83,0.82,0.9,0.91,0.92,0.95,0.96,0.95,0.95,0.99
VNM,BCG,,,,0.04,0.48,0.5,0.55,0.59,0.79,0.94,0.9,0.91,0.91,0.94,0.96,0.96,0.95,0.96,0.93,0.95,0.98,0.97,0.97,0.97,0.96,0.95,0.95,0.94,0.92,0.97,0.94,0.98,0.98,0.95,0.96,0.97
YEM,BCG,0.09,0.12,0.13,0.15,0.16,0.2,0.19,0.3,0.52,0.75,0.99,0.74,0.54,0.57,0.57,0.6,0.5,0.46,0.66,0.79,0.82,0.61,0.73,0.66,0.64,0.66,0.67,0.64,0.6,0.58,0.65,0.59,0.64,0.69,0.73,0.47
ZMB,BCG,,,,,0.71,,0.83,0.97,0.86,0.93,0.97,0.97,0.88,0.92,0.99,0.98,0.99,0.81,,0.87,0.99,,0.85,0.8,0.94,0.91,0.99,0.97,0.99,0.99,0.93,0.88,0.83,0.82,0.95,0.97
ZWE,BCG,,0.64,,,0.69,0.89,0.86,0.85,0.83,0.87,0.74,0.87,0.82,0.79,0.9,0.95,0.79,0.82,0.73,0.88,0.82,0.8,0.8,0.92,0.95,0.98,0.99,0.99,0.8,0.9,0.99,0.98,0.98,0.95,0.99,0.98
AFG,DTP1,,,,,,,,,,,,,,,,,,,,,0.48,0.59,0.62,0.66,0.74,0.8,0.81,0.84,0.85,0.84,0.86,0.94,0.99,0.98,0.99,0.99
ALB,DTP1,,,,,,,,,,,,,,,,,,,,,0.98,0.97,0.98,0.97,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,
DZA,DTP1,,,,,,,,,,,,,,,,,,,,,,0.92,0.93,0.93,0.93,0.94,0.98,0.98,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99
AGO,DTP1,,,,,,,,,,,,,,,,,,,,,0.44,0.57,0.65,0.68,0.75,0.62,0.66,0.99,0.99,0.93,0.99,0.99,0.99,0.97,0.99,0.95
ATG,DTP1,,,,,,,,,,,,,,,,,,,,,,0.89,0.98,,0.91,0.99,0.96,0.99,0.99,0.99,0.9,0.75,0.9,0.98,0.99,0.99
ARG,DTP1,,,,,,,,,,,,,,,,,,,,,0.88,0.92,,,0.96,0.93,0.93,0.94,0.97,0.94,0.95,0.94,0.94,0.94,0.98,0.94
ARM,DTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.97,0.98,0.98,0.98,0.97,0.97,0.97
AUS,DTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.92,,,
AUT,DTP1,,,,,,,,,,,,,,,,,,,,,0.75,0.75,0.77,0.68,0.97,0.91,0.69,0.68,0.65,0.61,,,,,,
AZE,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.97,0.98,0.98,0.95,0.97,0.97,0.97,0.96,0.97,0.96,0.95,0.95,0.96,0.97
BHS,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,0.99,0.99,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.99
BHR,DTP1,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.99,0.99,0.97,0.99,0.99,0.97,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.98
BGD,DTP1,,,,,,,,,,,,,,,,,,,,,0.88,0.87,0.86,0.91,0.97,0.95,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.91,0.93,0.93
BRB,DTP1,,,,,,,,,,,,,,,,,,,,,0.93,0.92,,0.91,,,0.81,0.93,0.85,0.93,,,,,0.98,0.96
BLR,DTP1,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.98,0.98,0.97,0.99,0.99,0.99,0.97,0.99
BEL,DTP1,,,,,,,,,,,,,,,,,,,,,0.97,0.97,0.97,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
BLZ,DTP1,,,,,,,,,,,,,,,,,,,,,0.88,,0.99,0.99,0.98,0.95,0.98,0.98,0.98,0.99,0.99,0.98,0.96,0.96,0.96,0.97
BEN,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.94,0.98,0.94,0.88
BTN,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.87,0.86,0.98,0.93,0.97,0.98,0.92,0.97,0.96,0.94,0.93,0.97,0.97,0.99,0.99
BOL,DTP1,,,,,,,,,,,,,,,,,,,,,0.98,0.97,0.99,0.99,0.88,0.93,0.87,0.85,0.87,0.87,0.87,0.9,0.85,0.86,0.94,0.97
BIH,DTP1,,,,,,,,,,,,,,,,,,,,,0.9,0.94,0.86,0.93,0.93,0.95,0.94,0.96,0.95,0.95,0.89,0.94,0.95,,0.92,0.89
BWA,DTP1,,,,,,,,,,,,,,,,,,,,,0.94,0.82,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.87
BRA,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97
BRN,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,0.99,0.99,,,0.97,0.96,0.98,0.96,0.99,0.99,0.99,0.99
BGR,DTP1,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.9,0.97,0.95,0.97,0.97,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.9,0.93
BFA,DTP1,,,,,,,,,,,,,,,,,,,,,0.84,0.86,0.89,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.93,0.93,0.94,0.94,0.95,0.95
BDI,DTP1,,,,,,,,,,,,,,,,,,,,,0.74,0.7,0.99,0.96,0.95,0.96,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.97
CPV,DTP1,,,,,,,,,,,,,,,,,,,,,0.93,0.79,0.96,0.89,0.78,0.75,0.74,0.83,0.8,0.73,0.99,0.99,0.98,0.93,0.99,0.92
KHM,DTP1,,,,,,,,,,,,,,,,,,,,,0.78,0.65,0.6,0.74,0.92,0.85,0.85,0.87,0.95,0.99,0.93,0.96,0.97,0.95,0.99,0.99
CMR,DTP1,,,,,,,,,,,,,,,,,,,,,0.54,0.54,0.71,0.79,0.8,0.85,0.87,0.9,0.93,0.88,0.92,0.9,0.94,0.95,0.93,0.92
CAN,DTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.96,,0.96
CAF,DTP1,,,,,,,,,,,,,,,,,,,,,0.46,0.36,0.29,0.52,0.73,0.64,0.99,0.99,0.87,0.99,0.71,0.84,0.78,0.44,0.72,0.69
TCD,DTP1,,,,,,,,,,,,,,,,,,,,,0.45,0.32,0.68,0.74,0.68,0.82,0.98,0.93,0.74,0.95,0.99,0.94,0.93,0.98,0.99,0.99
CHL,DTP1,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,0.95,0.94,0.92,0.95,0.98,0.96,0.94,0.93,0.94,0.9,0.92,0.99,0.97
CHN,DTP1,,,,,,,,,,,,,,,,,,,,,,0.79,0.98,0.98,0.99,0.87,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
COL,DTP1,,,,,,,,,,,,,,,,,,,,,0.75,0.74,,0.91,,0.86,0.85,0.91,0.9,0.91,0.81,0.84,0.91,0.89,0.91,0.93
COM,DTP1,,,,,,,,,,,,,,,,,,,,,0.85,0.85,0.98,0.82,0.85,0.77,0.78,0.79,0.85,0.89,0.81,0.92,0.91,0.85,0.83,0.81
COG,DTP1,,,,,,,,,,,,,,,,,,,,,,0.42,0.49,0.61,0.67,0.73,0.81,0.8,0.93,0.93,0.9,0.9,0.9,0.9,0.95,0.85
COK,DTP1,,,,,,,,,,,,,,,,,,,,,0.99,0.97,0.99,0.96,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99
CRI,DTP1,,,,,,,,,,,,,,,,,,,,,0.9,0.91,,0.89,0.89,0.89,0.89,0.9,0.91,0.91,0.83,0.87,0.92,0.94,0.91,0.93
CIV,DTP1,,,,,,,,,,,,,,,,,,,,,0.83,0.77,0.97,0.63,0.63,0.71,0.95,0.93,0.89,0.95,0.95,0.75,,0.99,0.93,0.99
HRV,DTP1,,,,,,,,,,,,,,,,,,,,,,0.94,0.99,,0.96,,,,,,,0.97,,0.98,,
CUB,DTP1,,,,,,,,,,,,,,,,,,,,,0.93,0.99,0.99,0.9,0.89,,,,0.99,0.99,0.96,0.99,0.99,0.95,0.98,0.99
